商品コード,商品名,規格
01110AT020,銅　コイル管（バンチ巻）,10X1.0X30M
01110AT030,銅　コイル管（バンチ巻）,10X1.6X30M
01110DS000,銅　コイル管,
01110FS080,銅　コイル管,19.05X1.2X20M
01110FU080,銅　コイル管,19.05X1.2X20M
01110GS010,銅　コイル管,
01110IG000,銅　コイル管,
01110IG001,銅　コイル管,10X0.8X90M
01110IG002,銅　コイル管,12X1.0X60M
01110IG003,銅　コイル管,10X1.0X44M
01110IG004,銅　コイル管,10X0.8X15M
01110IS000,銅　コイル管,
01110IS040,銅　コイル管,4X0.5X10M
01110IS043,銅　コイル管,4X0.8X20M
01110IS060,銅　コイル管,6X0.8X20M
01110IS061,銅　コイル管,6X1.0X10M
01110IS063,銅　コイル管,6X1.0X20M
01110IS065,銅　コイル管,6X1.5X20M
01110IS068,銅　コイル管,6X1.0X100M
01110IS071,銅　コイル管,6.35X1.0X20M
01110IS080,銅　コイル管,8X0.8X20M
01110IS083,銅　コイル管,8X1.0X10M
01110IS085,銅　コイル管,8X1.0X20M
01110IS087,銅　コイル管,8X2.0X20M
01110IS089,銅　コイル管,8X1.0X100M
01110IS101,銅　コイル管,10X1.0X10M
01110IS105,銅　コイル管,10X1.0X20M
01110IS107,銅　コイル管,10X2.0X20M
01110IS123,銅　コイル管,12X1.0X20M
01110IS125,銅　コイル管,12X1.2X20M
01110IS127,銅　コイル管,12X1.5X20M
01110IS130,銅　コイル管,12.7X1.5X20M
01110IS150,銅　コイル管,15.88X1.0X50M
01110IW001,銅　コイル管,3.0X1.0X4M（2重ｺｲﾙ）
01110KD095,銅　コイル管,9.52X0.8X50M
01110KI000,銅　コイル管,
01110KI200,銅　コイル管,20X1.2X30M
01110KN095,銅　コイル管　KALT,9.53X0.8X20M
01110KZ060,銅　コイル管（ＮＷ）,6X1.0X30M
01110KZ080,銅　コイル管（ＮＷ）,8X1.0X30M
01110KZ100,銅　コイル管（ＮＷ）,10X1.0X30M
01110KZ110,銅　コイル管（ＮＷ）,10X1.2X30M
01110MH000,銅　コイル管,
01110MR010,銅　コイル管,
01110MR055,銅　コイル管　　べたなまし　KALT,9.52X0.8X20M
01110MR065,銅　コイル管　　べたなまし　KALT,12.7X0.8X20M
01110MS000,銅　コイル管,
01110NI000,銅　コイル管,
01110OO030,銅　コイル管,3X0.5X100M
01110SC000,銅　コイル管,
01110SC061,銅　コイル管,6X1.0X10M
01110SC063,銅　コイル管,6.35X1.0X100M
01110SC081,銅　コイル管,8X1.0X10M
01110SC101,銅　コイル管,10X1.0X10M
01110SC121,銅　コイル管,12X1.0X10M
01110SC161,銅　コイル管,16X2.0X20M
01110SI032,銅　コイル管,3.2X0.5X20M
01110SI120,銅　コイル管,12X1.5X10M
01110SI140,銅　コイル管,14X1.0X20M
01110SI150,銅　コイル管,15X1.0X10M
01110SI161,銅　コイル管,16X1.5X30M
01110SI163,銅　コイル管,16X2.0X20M
01110SM095,銅　コイル管,9.52X0.8X100M
01110ST150,銅　コイル管,15X1.4X30M
01110TA032,銅　コイル管,3.2X0.5X10M
01110TG000,銅　コイル管,
01110TM000,銅　コイル管,
01110TO001,銅　コイル管,6.35X0.6X13M
01110TO002,銅　コイル管,6.35X0.6X11M
01110TO003,銅　コイル管,6.35X0.6X17M
01110TO004,銅　コイル管,6.35X0.6X100M
01110TO005,銅　コイル管,9.53X0.6X15M
01110TO006,銅　コイル管,9.53X0.6X25M
01110TO007,銅　コイル管,9.53X0.6X50M
01110TO008,銅　コイル管,8X0.8X40M
01110TO009,銅　コイル管,8X0.8X33M
01110TS000,銅　コイル管,
01110TS001,銅　コイル管,15.88X1.0X50M
01110US000,銅　コイル管,
01110US024,銅　コイル管,2.4X0.8X50M
01110YK000,銅　コイル管,
01110YK001,銅　コイル管,2X1.4X1400M
01110YS000,銅　コイル管,
0130000000,銅管　１／４Ｈ,
0150000010,ＳＣ銅管　Ｈ,
0150128510,ＳＣ銅管　Ｈ,28.58X1.0X4000
0150131710,ＳＣ銅管　Ｈ,31.75X1.4X4000
0150150810,ＳＣ銅管　Ｈ,50.8X1.2X4000
0150150820,ＳＣ銅管　Ｈ,50.8X1.4X4000
0150150830,ＳＣ銅管　Ｈ,50.8X2.3X4000
0150163505,ＳＣ銅管　Ｈ,63.5X1.75X4000
0150163510,ＳＣ銅管　Ｈ,63.5X2.0X4000
0150166620,ＳＣ銅管　Ｈ,66.68X1.5X4000
0150166625,ＳＣ銅管　Ｈ,66.68X1.6X4000
0150166628,ＳＣ銅管　Ｈ,66.68X1.65X4000
0150166629,ＳＣ銅管　Ｈ,66.68X1.85X4000
0150166630,ＳＣ銅管　Ｈ,66.68X2.0X4000
01510WA410,ＳＣ銅管　Ｈ,41.28X1.3X4000
01510WA440,ＳＣ銅管　Ｈ,44.45X1.3X4000
01510WA630,ＳＣ銅管　Ｈ,63.5X1.75X4000
01510WA660,ＳＣ銅管　Ｈ,66.68X1.85X4000
0160128510,ＳＣ銅管　Ｈ,28.58X1.0X5000
0160144410,ＳＣ銅管　Ｈ,44.45X1.2X5000
0160150810,ＳＣ銅管　Ｈ,50.8X1.2X5000
0160150820,ＳＣ銅管　Ｈ,50.8X1.4X5000
0160153910,ＳＣ銅管　Ｈ,53.98X1.5X5000
0160163510,ＳＣ銅管　Ｈ,63.5X1.6X5000
0160166610,ＳＣ銅管　Ｈ,66.68X1.5X5000
0160179310,ＳＣ銅管　Ｈ,79.38X2.0X5000
0170000010,ＳＣ銅管　１／２Ｈ,
0170106310,ＳＣ銅管　１／２Ｈ,6.35X0.8X4000
0170106320,ＳＣ銅管　１／２Ｈ,6.35X1.0X4000
0170109510,ＳＣ銅管　１／２Ｈ,9.52X0.8X4000
0170109520,ＳＣ銅管　１／２Ｈ,9.52X1.0X4000
0170109530,ＳＣ銅管　１／２Ｈ,9.52X1.2X4000
0170112710,ＳＣ銅管　１／２Ｈ,12.7X0.8X4000
0170112720,ＳＣ銅管　１／２Ｈ,12.7X1.0X4000
0170112730,ＳＣ銅管　１／２Ｈ,12.7X1.2X4000
0170115810,ＳＣ銅管　１／２Ｈ,15.88X0.8X4000
0170115820,ＳＣ銅管　１／２Ｈ,15.88X1.0X4000
0170115825,ＳＣ銅管　１／２Ｈ,15.88X1.2X4000
0170115830,ＳＣ銅管　１／２Ｈ,15.88X2.0X4000*
0170119510,ＳＣ銅管　１／２Ｈ,19.05X0.8X4000
0170119520,ＳＣ銅管　１／２Ｈ,19.05X1.0X4000
0170119525,ＳＣ銅管　１／２Ｈ,19.05X1.2X4000
0170119530,ＳＣ銅管　１／２Ｈ,19.05X1.6X4000*
0170119540,ＳＣ銅管　１／２Ｈ,19.05X2.4X4000*
0170122210,ＳＣ銅管　１／２Ｈ,22.22X1.0X4000
0170122211,ＳＣ銅管　１／２Ｈ,22.22X1.2X4000
0170122213,ＳＣ銅管　１／２Ｈ,22.22X1.8X4000*
0170122215,ＳＣ銅管　１／２Ｈ,22.22X1.0X4000(ﾄｸｼｭ)
0170125410,ＳＣ銅管　１／２Ｈ,25.4X1.0X4000
0170125415,ＳＣ銅管　１／２Ｈ,25.4X1.0X4000(ﾄｸｼｭ)
0170125420,ＳＣ銅管　１／２Ｈ,25.4X1.2X4000
0170125425,ＳＣ銅管　１／２Ｈ,25.4X1.4X4000
0170125430,ＳＣ銅管　１／２Ｈ,25.4X2.0X4000*
0170128510,ＳＣ銅管　１／２Ｈ,28.58X1.0X4000
0170128515,ＳＣ銅管　１／２Ｈ,28.58X1.0X4000(ﾄｸｼｭ)
0170128520,ＳＣ銅管　１／２Ｈ,28.58X1.05X4000
0170128530,ＳＣ銅管　１／２Ｈ,28.58X1.1X4000
0170128540,ＳＣ銅管　１／２Ｈ,28.58X1.2X4000
0170130010,ＳＣ銅管　１／２Ｈ,30X1.2X4000
0170131705,ＳＣ銅管　１／２Ｈ,31.75X1.1X4000
0170131710,ＳＣ銅管　１／２Ｈ,31.75X1.2X4000
0170131715,ＳＣ銅管　１／２Ｈ,31.75X1.4X4000
0170134905,ＳＣ銅管　１／２Ｈ,34.92X1.1X4000
0170134910,ＳＣ銅管　１／２Ｈ,34.92X1.2X4000
0170138105,ＳＣ銅管　１／２Ｈ,38.1X1.15X4000
0170138110,ＳＣ銅管　１／２Ｈ,38.1X1.2X4000
0170138115,ＳＣ銅管　１／２Ｈ,38.1X1.35X4000
0170138120,ＳＣ銅管　１／２Ｈ,38.1X1.4X4000
0170141210,ＳＣ銅管　１／２Ｈ,41.28X1.2X4000
0170141215,ＳＣ銅管　１／２Ｈ,41.28X1.3X4000
0170141220,ＳＣ銅管　１／２Ｈ,41.28X1.4X4000
0170144410,ＳＣ銅管　１／２Ｈ,44.45X1.2X4000
0170144415,ＳＣ銅管　１／２Ｈ,44.45X1.25X4000
0170144420,ＳＣ銅管　１／２Ｈ,44.45X1.4X4000
0170150810,ＳＣ銅管　１／２Ｈ,50.8X1.4X4000
0170150820,ＳＣ銅管　１／２Ｈ,50.8X1.5X4000
0170153905,ＳＣ銅管　１／２Ｈ,53.98X1.4X4000
0170153910,ＳＣ銅管　１／２Ｈ,53.98X1.5X4000
01710MI000,ＳＣ銅管　１／２Ｈ,
01710MK010,ＳＣ銅管　１／２Ｈ,
01710SD000,ＳＣ銅管　１／２Ｈ,
01710SH000,ＳＣ銅管　１／２Ｈ,31.75X1.6X4000
01710SH010,ＳＣ銅管　１／２Ｈ,38.1X2.0X4000
01710SH020,ＳＣ銅管　１／２Ｈ,41.28X2.0X4000
01710TH124,ＳＣ銅管　１／２Ｈ,12.7X0.8X4000
01710TH344,ＳＣ銅管　１／２Ｈ,34.92X1.2X4000
01710TH345,ＳＣ銅管　１／２Ｈ,34.92X1.2X5000
01710WA095,ＳＣ銅管　１／２Ｈ,9.52X0.8X4000
01710WA120,ＳＣ銅管　１／２Ｈ,12.7X0.8X4000
01710WA150,ＳＣ銅管　１／２Ｈ,15.88X1.0X4000
01710WA190,ＳＣ銅管　１／２Ｈ,19.05X1.0X4000
01710WA220,ＳＣ銅管　１／２Ｈ,22.22X1.0X4000
01710WA250,ＳＣ銅管　１／２Ｈ,25.4X1.0X4000
01710WA280,ＳＣ銅管　１／２Ｈ,28.58X1.2X4000
01710WA310,ＳＣ銅管　１／２Ｈ,31.75X1.2X4000
01710WA340,ＳＣ銅管　１／２Ｈ,34.92X1.2X4000
01710WA380,ＳＣ銅管　１／２Ｈ,38.1X1.2X4000
01710WA410,ＳＣ銅管　１／２Ｈ,41.28X1.2X4000
01710WA440,ＳＣ銅管　１／２Ｈ,44.45X1.25X4000
01710WA500,ＳＣ銅管　１／２Ｈ,50.8X1.5X4000
01710WA530,ＳＣ銅管　１／２Ｈ,53.98X1.5X4000
0180109510,ＳＣ銅管　１／２Ｈ,9.52X0.8X5000
0180112710,ＳＣ銅管　１／２Ｈ,12.7X0.8X5000
0180112720,ＳＣ銅管　１／２Ｈ,12.7X1.0X5000
0180115810,ＳＣ銅管　１／２Ｈ,15.88X0.8X5000
0180115820,ＳＣ銅管　１／２Ｈ,15.88X1.0X5000
0180119510,ＳＣ銅管　１／２Ｈ,19.05X0.8X5000
0180119520,ＳＣ銅管　１／２Ｈ,19.05X1.0X5000
0180122210,ＳＣ銅管　１／２Ｈ,22.22X1.0X5000
0180122215,ＳＣ銅管　１／２Ｈ,22.22X1.0X5000(ﾄｸｼｭ)
0180125405,ＳＣ銅管　１／２Ｈ,25.4X0.8X5000
0180125410,ＳＣ銅管　１／２Ｈ,25.4X1.0X5000
0180125413,ＳＣ銅管　１／２Ｈ,25.4X1.0X5000(ﾄｸｼｭ)
0180125415,ＳＣ銅管　１／２Ｈ,25.4X1.0X5000(ﾌﾙｶﾜ)
0180125420,ＳＣ銅管　１／２Ｈ,25.4X1.2X5000
0180128510,ＳＣ銅管　１／２Ｈ,28.58X1.0X5000
0180128513,ＳＣ銅管　１／２Ｈ,28.58X1.0X5000(ﾄｸｼｭ)
0180128515,ＳＣ銅管　１／２Ｈ,28.58X1.0X5000(ﾌﾙｶﾜ)
0180128520,ＳＣ銅管　１／２Ｈ,28.58X1.2X5000
0180131710,ＳＣ銅管　１／２Ｈ,31.75X1.0X5000
0180131715,ＳＣ銅管　１／２Ｈ,31.75X1.1X5000
0180131720,ＳＣ銅管　１／２Ｈ,31.75X1.2X5000
0180134910,ＳＣ銅管　１／２Ｈ,34.92X1.2X5000
0180138105,ＳＣ銅管　１／２Ｈ,38.1X1.15X5000
0180138110,ＳＣ銅管　１／２Ｈ,38.1X1.2X5000
0180141210,ＳＣ銅管　１／２Ｈ,41.28X1.2X5000
0180141220,ＳＣ銅管　１／２Ｈ,41.28X1.4X5000
0180144410,ＳＣ銅管　１／２Ｈ,44.45X1.2X5000
0180144413,ＳＣ銅管　１／２Ｈ,44.45X1.25X5000
0180144415,ＳＣ銅管　１／２Ｈ,44.45X1.3X5000
0180144420,ＳＣ銅管　１／２Ｈ,44.45X1.4X5000
0180150810,ＳＣ銅管　１／２Ｈ,50.8X1.5X5000
0180153910,ＳＣ銅管　１／２Ｈ,53.98X1.5X5000
01810IS091,ＳＣ銅管　１／２Ｈ,9.53X0.8X5000
01810IS093,ＳＣ銅管　１／２Ｈ,9.53X1.0X5000
01810IS121,ＳＣ銅管　１／２Ｈ,12.7X0.8X5000
01810IS123,ＳＣ銅管　１／２Ｈ,12.7X1.0X5000
01810IS151,ＳＣ銅管　１／２Ｈ,15.88X1.0X5000
01810IS153,ＳＣ銅管　１／２Ｈ,15.88X1.2X5000
01810IS191,ＳＣ銅管　１／２Ｈ,19.05X0.8X5000
01810IS193,ＳＣ銅管　１／２Ｈ,19.05X1.0X5000
01810IS195,ＳＣ銅管　１／２Ｈ,19.05X1.2X5000
01810IS221,ＳＣ銅管　１／２Ｈ,22.22X1.0X5000
01810IS251,ＳＣ銅管　１／２Ｈ,25.4X1.0X5000
01810ME095,ＳＣ銅管　１／２Ｈ,9.52X0.8X5000
01810ME127,ＳＣ銅管　１／２Ｈ,12.7X0.8X5000
01810ME128,ＳＣ銅管　１／２Ｈ,12.7X1.0X5000
01810ME158,ＳＣ銅管　１／２Ｈ,15.88X0.8X5000
01810ME159,ＳＣ銅管　１／２Ｈ,15.88X1.0X5000
01810ME190,ＳＣ銅管　１／２Ｈ,19.05X0.8X5000
01810ME191,ＳＣ銅管　１／２Ｈ,19.05X1.0X5000
01810ME222,ＳＣ銅管　１／２Ｈ,22.22X1.0X5000
01810ME254,ＳＣ銅管　１／２Ｈ,25.4X1.0X5000
01810ME255,ＳＣ銅管　１／２Ｈ,25.4X1.2X5000
01810ME285,ＳＣ銅管　１／２Ｈ,28.58X1.0X5000
01810ME286,ＳＣ銅管　１／２Ｈ,28.58X1.2X5000
01810ME317,ＳＣ銅管　１／２Ｈ,31.75X1.0X5000
01810ME318,ＳＣ銅管　１／２Ｈ,31.75X1.2X5000
01810ME349,ＳＣ銅管　１／２Ｈ,34.92X1.2X5000
01810ME381,ＳＣ銅管　１／２Ｈ,38.1X1.2X5000
01810ME412,ＳＣ銅管　１／２Ｈ,41.28X1.2X5000
01810ME413,ＳＣ銅管　１／２Ｈ,41.28X1.4X5000
01810ME443,ＳＣ銅管　１／２Ｈ,44.45X1.25X5000
01810ME444,ＳＣ銅管　１／２Ｈ,44.45X1.2X5000
01810ME445,ＳＣ銅管　１／２Ｈ,44.45X1.4X5000
01810ME446,ＳＣ銅管　１／２Ｈ,44.45X1.5X5000
01810ME508,ＳＣ銅管　１／２Ｈ,50.8X1.4X5000
01810TH345,ＳＣ銅管　１／２Ｈ,34.92X1.2X5000
0190000010,無酸素銅管,
01910CK10,無酸素銅管,
01910CK100,無酸素銅管,
01910KD063,無酸素銅管　C1020T-1/2H,6.35X1.0X5000
01910KU301,無酸素銅管,30X2.3X5000
01910TT010,無酸素銅管　C1020T-H,25.4X5.0X2000
01910TT020,無酸素銅管　C1020T-O,22XIN9.8X2000
01910TT030,無酸素銅管　C1020T-O,22XIN12.6X2000
01910TT040,無酸素銅管　C1020T-O,26XIN15.4X2000
01910TT050,無酸素銅管　C1020T-O,26XIN17.9X2000
01910TT060,無酸素銅管　C1020T-O,30XIN19.9X2000
01910TT070,無酸素銅管　C1020T-O,34XIN22.7X2000
01910YS000,無酸素銅管　C1020-,
0210000010,銅六角管,
02110SI200,銅四角管,20X20X2.0tX5000
0230000010,銅異形管,
0230100013,銅四角管,8X8X1.5tX2500
02310HS251,銅異形管,25X10X1.6tX5000
02310KD061,銅異形管,6X12X1.2tX5000
02310KD063,銅異形管,6X24X1.5tX5000
02310KD110,銅異形管,10X10X1.0tX5000
02310TH301,銅異形管,2.2tX30X30X5000
0250000010,絶縁フランジ用銅管,
0270000010,ＣＵＴ－Ｈソケット材,
0270100050,ＣＵＴ－Ｈソケット材,ID 6.47X0.66X 2500
0270100100,ＣＵＴ－Ｈソケット材,ID 9.62 X0.66X2500
0270100150,ＣＵＴ－Ｈソケット材,ID 12.81X0.76X2500
0270100200,ＣＵＴ－Ｈソケット材,ID 15.99X0.89X2500
0270100250,ＣＵＴ－Ｈソケット材,ID 19.17X0.89X2500
0270100300,ＣＵＴ－Ｈソケット材,ID 22.34X0.99X2500
0270100350,ＣＵＴ－Ｈソケット材,ID 25.54X1.04X2500
0270100400,ＣＵＴ－Ｈソケット材,ID 28.73X1.09X2500
0270100450,ＣＵＴ－Ｈソケット材,ID 31.83 X1.05 X2500
0270100460,ＣＵＴ－Ｈソケット材,ID 31.91X1.29X2500
0270100500,ＣＵＴ－Ｈソケット材,ID 35.08X1.29X2500
0270100550,ＣＵＴ－Ｈソケット材,ID 38.22X1.25X2500
0270100560,ＣＵＴ－Ｈソケット材,ID 38.30X1.54X2500
0270100600,ＣＵＴ－Ｈソケット材,ID 41.46X1.39X2500
0270100650,ＣＵＴ－Ｈソケット材,ID 44.65X1.5X2500
0270100700,ＣＵＴ－Ｈソケット材,ID 51.0X1.55X2500
0270100750,ＣＵＴ－Ｈソケット材,ID 54.23X1.65X2500
0270100800,ＣＵＴ－Ｈソケット材,ID 63.6X1.75X2500
0270100850,ＣＵＴ－Ｈソケット材,ID 66.96 X 1.7 X2500
0270100900,ＣＵＴ－Ｈソケット材,ID 76.3 X 2.1 X 2500
0270100950,ＣＵＴ－Ｈソケット材,ID 79.66 X 2.0 X2500
0270101000,ＣＵＴ－Ｈソケット材,ID 105.12 X 2.4X2500
0270101020,ＣＵＴ－Ｈソケット材,ID 128 X 4.5 X 2500
0270101200,ＣＵＴ－Ｈソケット材,SF-S　20X2.1X4000
0270101250,ＣＵＴ－Ｈソケット材,SF-S　25X2.1X4000
0270101300,ＣＵＴ－Ｈソケット材,SF-S　30X2.1X4000
0270101350,ＣＵＴ－Ｈソケット材,SF-S　35X2.63X4000
0270101400,ＣＵＴ－Ｈソケット材,SF-S　45X2.63X4000
0270101450,ＣＵＴ－Ｈソケット材,SF-S　55X3.13X4000
0270101500,ＣＵＴ－Ｈソケット材,SF-S　70X3.5X1065
02701SU000,ＣＵＴ－Ｈソケット材,ID 105.12 X 2.4X2500
02701SU050,ＣＵＴ－Ｈソケット材,ID 6.47X0.66X 2500
02701SU100,ＣＵＴ－Ｈソケット材,ID 9.62 X0.66X2500
02701SU200,ＣＵＴ－Ｈソケット材,ID 15.99X0.89X2500
02701SU300,ＣＵＴ－Ｈソケット材,ID 22.34X0.99X2500
02701SU350,ＣＵＴ－Ｈソケット材,ID 25.54X1.04X2500
02701SU400,ＣＵＴ－Ｈソケット材,ID 28.73X1.09X2500
02701SU460,ＣＵＴ－Ｈソケット材,ID 31.91X1.29X2500
02701SU500,ＣＵＴ－Ｈソケット材,ID 35.08X1.29X2500
02701SU560,ＣＵＴ－Ｈソケット材,ID 38.30X1.54X2500
02701SU600,ＣＵＴ－Ｈソケット材,ID 41.46X1.39X2500
02701SU650,ＣＵＴ－Ｈソケット材,ID 44.65X1.5X2500
02701SU700,ＣＵＴ－Ｈソケット材,ID 51.0X1.55X2500
02701SU750,ＣＵＴ－Ｈソケット材,ID 54.23X1.65X2500
02701SU800,ＣＵＴ－Ｈソケット材,ID 63.6X1.75X2500
02701SU850,ＣＵＴ－Ｈソケット材,ID 66.96 X 1.7 X2500
02701SU900,ＣＵＴ－Ｈソケット材,ID 76.3 X 2.1 X 2500
02701SU950,ＣＵＴ－Ｈソケット材,ID 79.66 X 2.0 X2500
02710SU000,ＣＵＴ－Ｈソケット材,ID 105.12 X 2.4X2500
02710SU050,ＣＵＴ－Ｈソケット材,ID 6.47X0.66X 2500
02710SU100,ＣＵＴ－Ｈソケット材,ID 9.62 X0.66X2500
02710SU121,ＣＵＴ－Ｈソケット材,ID12.81X0.7X2500
02710SU191,ＣＵＴ－Ｈソケット材,ID19.19X0.8X2500
02710SU200,ＣＵＴ－Ｈソケット材,ID 15.99X0.89X2500
02710SU300,ＣＵＴ－Ｈソケット材,ID 22.34X0.99X2500
02710SU350,ＣＵＴ－Ｈソケット材,ID 25.54X1.04X2500
02710SU400,ＣＵＴ－Ｈソケット材,ID 28.73X1.09X2500
02710SU460,ＣＵＴ－Ｈソケット材,ID 31.91X1.29X2500
02710SU500,ＣＵＴ－Ｈソケット材,ID 35.08X1.29X2500
02710SU560,ＣＵＴ－Ｈソケット材,ID 38.30X1.54X2500
02710SU600,ＣＵＴ－Ｈソケット材,ID 41.46X1.39X2500
02710SU650,ＣＵＴ－Ｈソケット材,ID 44.65X1.5X2500
02710SU700,ＣＵＴ－Ｈソケット材,ID 51.0X1.55X2500
02710SU750,ＣＵＴ－Ｈソケット材,ID 54.23X1.65X2500
02710SU800,ＣＵＴ－Ｈソケット材,ID 63.6X1.75X2500
02710SU850,ＣＵＴ－Ｈソケット材,ID 66.96 X 1.7 X2500
02710SU900,ＣＵＴ－Ｈソケット材,ID 76.3 X 2.1 X 2500
02710SU950,ＣＵＴ－Ｈソケット材,ID 79.66 X 2.0 X2500
0280000010,ＣＵＴ－ＯＬエルボ材,SF-L
0280100050,ＣＵＴ－ＯＬエルボ材,SF-L　20X2.1X2110
0280100100,ＣＵＴ－ＯＬエルボ材,SF-L　25X2.1X2060
0280100150,ＣＵＴ－ＯＬエルボ材,SF-L　30X2.1X2440
0280100200,ＣＵＴ－ＯＬエルボ材,SF-L　35X2.63X2420
0280100250,ＣＵＴ－ＯＬエルボ材,SF-L　45X2.63X3720
0280100300,ＣＵＴ－ＯＬエルボ材,SF-L　55X3.13X3820
0280100350,ＣＵＴ－Ｏエルボ材,SF-L　70X3.5X1065
0280100400,ＣＵＴ－Ｏエルボ材,SF-L　85X3.5X1332
0280100450,ＣＵＴ－Ｏエルボ材,SF-L　110X4.0X1140
0310000000,医療用銅管,
0310108030,医療用銅管,9.52X0.76X4000
0310110030,医療用銅管,12.7X0.89X4000
0310115030,医療用銅管,15.88X1.02X4000
0310116030,医療用銅管,19.05X1.07X4000
0310120030,医療用銅管,22.22X1.14X4000
0310125030,医療用銅管,28.58X1.27X4000
0310132030,医療用銅管,34.92X1.4X4000
0310140030,医療用銅管,41.28X1.52X4000
0310150030,医療用銅管,53.98X1.78X4000
0310165030,医療用銅管,66.68X2.03X4000
0310180030,医療用銅管,79.38X2.29X4000
0310199030,医療用銅管,104.78X2.79X4000
0310199060,医療用銅管,130.18X3.18X4000
0310199090,医療用銅管,155.58X3.56X4000
0330000000,レミディチューブ,
0330110008,レミディチューブ,緑(O) 9.52X0.76X4M
0330110010,レミディチューブ,緑(O) 12.7X0.89X4M
0330110015,レミディチューブ,緑(O) 15.88X1.02X4M
0330110016,レミディチューブ,緑(O) 19.05X1.07X4M
0330110020,レミディチューブ,緑(O) 22.22X1.14X4M
0330110025,レミディチューブ,緑(O) 28.58X1.27X4M
0330110032,レミディチューブ,緑(O) 34.92X1.40X4M
0330110040,レミディチューブ,緑(O) 41.28X1.52X4M*
0330110050,レミディチューブ,緑(O) 53.98X1.78X4M*
0330110065,レミディチューブ,緑(O) 66.68X2.03X4M*
0330110080,レミディチューブ,緑(O) 79.38X2.29X4M*
0330110091,レミディチューブ,緑(O) 104.78X2.79X4M*
0330111008,レミディチューブ【Ｄ】,緑(O) 9.52X0.76X4M/D
0330111010,レミディチューブ【Ｄ】,緑(O) 12.7X0.89X4M/D
0330111015,レミディチューブ【Ｄ】,緑(O) 15.88X1.02X4M/
0330111016,レミディチューブ【Ｄ】,緑(O) 19.05X1.07X4M/
0330111020,レミディチューブ【Ｄ】,緑(O) 22.22X1.14X4M/D
0330111025,レミディチューブ【Ｄ】,緑(O) 28.58X1.27X4M/D
0330111032,レミディチューブ【Ｄ】,緑(O) 34.92X1.40X4M/D
0330111040,レミディチューブ【Ｄ】,緑(O) 41.28X1.52X4M*/D
0330111050,レミディチューブ【Ｄ】,緑(O) 53.98X1.78X4M*/D
0330111065,レミディチューブ【Ｄ】,緑(O) 66.68X2.03X4M*/D
0330111080,レミディチューブ【Ｄ】,緑(O) 79.38X2.29X4M*/D
0330111091,レミディチューブ【Ｄ】,緑(O) 104.78X2.79X4M*/D
0330120008,レミディチューブ,黒(V) 9.52X0.76X4M
0330120010,レミディチューブ,黒(V) 12.7X0.89X4M
0330120015,レミディチューブ,黒(V) 15.88X1.02X4M
0330120016,レミディチューブ,黒(V) 19.05X1.07X4M
0330120020,レミディチューブ,黒(V) 22.22X1.14X4M
0330120025,レミディチューブ,黒(V) 28.58X1.27X4M
0330120032,レミディチューブ,黒(V) 34.92X1.40X4M
0330120040,レミディチューブ,黒(V) 41.28X1.52X4M
0330120050,レミディチューブ,黒(V) 53.98X1.78X4M*
0330120065,レミディチューブ,黒(V) 66.68X2.03X4M*
0330120080,レミディチューブ,黒(V) 79.38X2.29X4M*
0330120091,レミディチューブ,黒(V) 104.78X2.79X4M*
0330120092,レミディチューブ,黒(V) 130.18X3.18X4M
0330121008,レミディチューブ【Ｄ】,黒(V) 9.52X0.76X4M/D
0330121010,レミディチューブ【Ｄ】,黒(V) 12.7X0.89X4M/D
0330121015,レミディチューブ【Ｄ】,黒(V) 15.88X1.02X4M/D
0330121016,レミディチューブ【Ｄ】,黒(V) 19.05X1.07X4M/D
0330121020,レミディチューブ【Ｄ】,黒(V) 22.22X1.14X4M/D
0330121025,レミディチューブ【Ｄ】,黒(V) 28.58X1.27X4M/D
0330121032,レミディチューブ【Ｄ】,黒(V) 34.92X1.40X4M/D
0330121040,レミディチューブ【Ｄ】,黒(V) 41.28X1.52X4M/
0330121050,レミディチューブ【Ｄ】,黒(V) 53.98X1.78X4M*/D
0330121065,レミディチューブ【Ｄ】,黒(V) 66.68X2.03X4M*/D
0330121080,レミディチューブ【Ｄ】,黒(V) 79.38X2.29X4M*/D
0330121091,レミディチューブ【Ｄ】,黒(V) 104.78X2.79X4M*/D
0330121092,レミディチューブ【Ｄ】,黒(V) 130.18X3.18X4M/D
0330130008,レミディチューブ,黄(A) 9.52X0.76X4M
0330130010,レミディチューブ,黄(A) 12.7X0.89X4M
0330130015,レミディチューブ,黄(A) 15.88X1.02X4M
0330130016,レミディチューブ,黄(A) 19.05X1.07X4M
0330130020,レミディチューブ,黄(A) 22.22X1.14X4M
0330130025,レミディチューブ,黄(A) 28.58X1.27X4M
0330130032,レミディチューブ,黄(A) 34.92X1.40X4M*
0330130040,レミディチューブ,黄(A) 41.28X1.52X4M*
0330130050,レミディチューブ,黄(A) 53.98X1.78X4M*
0330130065,レミディチューブ,黄(A) 66.68X2.03X4M*
0330130080,レミディチューブ,黄(A) 79.38X2.29X4M*
0330131008,レミディチューブ【Ｄ】,黄(A) 9.52X0.76X4M/D
0330131010,レミディチューブ【Ｄ】,黄(A) 12.7X0.89X4M/D
0330131015,レミディチューブ【Ｄ】,黄(A) 15.88X1.02X4M/D
0330131016,レミディチューブ【Ｄ】,黄(A) 19.05X1.07X4M/D
